last_new_job,target,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours
3,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,500-999,Pvt Ltd,53
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,226
never,1,0.624,Male,No relevent experience,no_enrollment,Primary School,,<1,,,23
1,1,0.789,Male,Has relevent experience,Full time course,Graduate,STEM,10,<10,Early Stage Startup,77
1,1,0.767,,Has relevent experience,Part time course,Masters,Humanities,15,1000-4999,Pvt Ltd,124
never,1,0.689,,Has relevent experience,,High School,,3,,,99
>4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,92
1,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Early Stage Startup,62
1,1,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Early Stage Startup,19
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,98
never,1,0.624,Male,No relevent experience,Full time course,High School,,1,,,112
4,1,0.896,Male,No relevent experience,Full time course,Masters,STEM,10,,,34
>4,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,47
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,144
3,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,44
never,1,0.624,Male,No relevent experience,no_enrollment,High School,,1,,,138
never,1,0.527,Male,No relevent experience,Part time course,High School,,1,,,78
1,1,0.796,Male,No relevent experience,Full time course,High School,,3,Oct-49,Pvt Ltd,12
1,1,0.754,,Has relevent experience,no_enrollment,Graduate,Other,3,,,43
1,1,0.487,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,96
never,1,0.624,Male,No relevent experience,Full time course,High School,,1,,,30
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,50
never,1,0.624,,No relevent experience,Full time course,High School,,3,,,72
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,28
never,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Oct-49,Pvt Ltd,60
1,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,52
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,142
2,1,0.855,,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,6
1,1,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,136
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,25
2,1,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,58
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,22
1,1,0.789,,No relevent experience,Full time course,Graduate,STEM,2,,,23
never,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,4
>4,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,69
1,1,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,,,109
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,109
>4,1,0.555,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,55
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,Oct-49,Funded Startup,57
>4,1,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,,,89
1,1,0.926,,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,16
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,44
1,1,0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,,36
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,55
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,17
,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,46
3,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,258
never,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,32
>4,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,8,,,116
never,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,116
1,1,0.92,Male,No relevent experience,no_enrollment,High School,,7,,,56
2,1,0.624,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,16
2,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,,45
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,32
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,35
>4,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,12,50-99,Pvt Ltd,77
4,1,0.698,Male,Has relevent experience,,Graduate,STEM,12,50-99,,97
>4,1,0.926,,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,18
never,1,0.624,Male,No relevent experience,Full time course,High School,,3,,,25
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Funded Startup,10
1,1,0.767,,Has relevent experience,Full time course,Primary School,,2,,,23
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,76
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,60
1,1,0.563,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,119
>4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,135
1,1,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,106
1,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,76
never,1,0.691,Female,No relevent experience,,Graduate,STEM,<1,,,18
2,1,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,,,72
1,1,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,33
1,1,0.92,,No relevent experience,Full time course,Graduate,STEM,11,,,43
2,1,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,60
1,1,0.855,Female,Has relevent experience,Part time course,Graduate,STEM,10,10000+,Pvt Ltd,218
>4,1,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,15
1,1,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,25
never,1,0.624,Female,Has relevent experience,Full time course,Masters,STEM,9,50-99,Early Stage Startup,218
never,1,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,1,,Pvt Ltd,15
2,1,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,,,121
1,1,0.556,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,32
1,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,302
,1,0.624,,No relevent experience,Part time course,,,4,Oct-49,Pvt Ltd,40
1,1,0.92,Female,Has relevent experience,no_enrollment,High School,,10,50-99,Funded Startup,35
never,1,0.899,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,96
>4,1,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,7
3,1,0.579,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,50
1,1,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,2,50-99,Pvt Ltd,144
never,1,0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,48
2,1,0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,Oct-49,Pvt Ltd,18
>4,1,0.689,Female,Has relevent experience,Full time course,Graduate,STEM,14,,,51
4,1,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,11
>4,1,0.92,Female,No relevent experience,no_enrollment,Graduate,Business Degree,>20,,,33
1,1,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,15,,,66
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,46
1,1,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,1,,,39
3,1,0.722,,Has relevent experience,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,19
1,1,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,,47
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,Business Degree,<1,Oct-49,Public Sector,102
>4,1,0.55,Male,Has relevent experience,Full time course,Masters,STEM,>20,,,128
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,,1000-4999,Pvt Ltd,36
1,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,6
1,1,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4,,,14
,1,0.563,,Has relevent experience,Full time course,Phd,STEM,<1,,,43
1,1,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,<1,Oct-49,Pvt Ltd,68
1,1,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,27
never,1,0.55,,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Other,72
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,184
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,40
,1,0.624,,No relevent experience,Part time course,Graduate,STEM,<1,,,89
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,32
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,35
never,1,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,53
1,1,0.624,Female,Has relevent experience,no_enrollment,Masters,Business Degree,10,50-99,Pvt Ltd,15
2,1,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,24
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,44
2,1,0.762,,No relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,110
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,20
never,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,25
never,1,0.624,Male,No relevent experience,Full time course,High School,,5,,Pvt Ltd,14
1,1,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Oct-49,Early Stage Startup,21
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,87
1,1,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,1,,,28
3,1,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,,101
1,1,0.555,,No relevent experience,Full time course,Graduate,STEM,2,,,64
,1,0.939,,Has relevent experience,no_enrollment,,,18,50-99,Pvt Ltd,47
1,1,0.754,Male,Has relevent experience,Part time course,Masters,STEM,11,500-999,Public Sector,2
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,14
,1,0.926,,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,7
1,1,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,<1,500-999,Pvt Ltd,13
>4,1,0.739,,Has relevent experience,no_enrollment,Masters,STEM,19,,,13
1,1,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,2,,,144
2,1,0.739,,No relevent experience,Full time course,Graduate,STEM,7,,,83
1,1,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Early Stage Startup,53
>4,1,0.923,Male,No relevent experience,Part time course,Graduate,STEM,9,,,4
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,49
never,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,2
1,1,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,1,Oct-49,Other,51
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,NGO,68
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,,70
2,1,0.89,,No relevent experience,no_enrollment,Graduate,No Major,11,,,37
1,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,,,111
never,1,0.55,,No relevent experience,Full time course,Graduate,STEM,2,,,12
2,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,17
3,1,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,,,107
never,1,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,3
1,1,0.698,Male,Has relevent experience,Part time course,High School,,6,,,58
4,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,24
1,1,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,12,,,91
1,1,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,14,Oct-49,Pvt Ltd,112
4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,,,58
never,1,0.698,Female,No relevent experience,Full time course,Primary School,,<1,,Pvt Ltd,37
1,1,0.558,Male,Has relevent experience,Full time course,Masters,STEM,18,,,170
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,,,117
2,1,0.698,Male,Has relevent experience,no_enrollment,High School,,4,100-500,Pvt Ltd,45
never,1,0.897,,No relevent experience,Full time course,Masters,STEM,1,,Public Sector,61
1,1,0.55,,No relevent experience,Full time course,Graduate,STEM,2,,,144
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,42
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,9
never,1,0.55,Male,No relevent experience,Full time course,High School,,5,,,4
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,36
1,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,112
1,1,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,196
2,1,0.55,,Has relevent experience,Part time course,Graduate,STEM,6,,,16
2,1,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,66
never,1,0.897,Female,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,15
4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,50
1,1,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,29
>4,1,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,51
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,3,,,13
1,1,0.92,,No relevent experience,Full time course,Graduate,STEM,3,Oct-49,Public Sector,51
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,90
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,,25
1,1,0.925,,Has relevent experience,no_enrollment,Graduate,STEM,14,,,11
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Early Stage Startup,6
,1,0.924,,No relevent experience,Full time course,Graduate,STEM,4,,,43
never,1,0.915,Male,No relevent experience,Full time course,High School,,7,,,138
,1,0.479,,No relevent experience,,Graduate,STEM,3,50-99,Pvt Ltd,23
never,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,110
3,1,0.767,Female,Has relevent experience,no_enrollment,Masters,STEM,17,,,10
3,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,51
>4,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,51
1,1,0.624,,Has relevent experience,Full time course,Masters,STEM,3,<10,Pvt Ltd,129
1,1,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,28
4,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,22
2,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,102
2,1,0.804,,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,11
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Funded Startup,3
1,1,0.624,,Has relevent experience,,,,5,,,139
never,1,0.624,Male,No relevent experience,no_enrollment,,,1,,Pvt Ltd,56
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,135
1,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,18
1,1,0.91,,Has relevent experience,no_enrollment,High School,,19,100-500,Pvt Ltd,17
,1,0.926,,No relevent experience,no_enrollment,High School,,<1,,,57
1,1,0.689,,Has relevent experience,Full time course,Graduate,STEM,1,,,18
3,1,0.682,Female,Has relevent experience,,Graduate,STEM,4,,,82
1,1,0.804,Male,No relevent experience,Full time course,Graduate,STEM,6,,,33
2,1,0.555,Male,No relevent experience,Full time course,Graduate,STEM,3,,,3
1,1,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,92
never,1,0.74,,No relevent experience,Full time course,Graduate,STEM,5,,,17
1,1,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Oct-49,Pvt Ltd,37
1,1,0.556,,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,4
1,1,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,9
1,1,0.92,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,12
4,1,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,96
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,,,24
1,1,0.727,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,88
2,1,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,35
4,1,0.698,Male,No relevent experience,no_enrollment,Graduate,No Major,7,100-500,Pvt Ltd,5
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,52
1,1,0.92,,No relevent experience,Full time course,Graduate,Other,7,,,110
4,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,34
never,1,0.624,,No relevent experience,no_enrollment,High School,,<1,,,20
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,25
>4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,51
1,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,<1,,,94
2,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Pvt Ltd,20
,1,0.624,,No relevent experience,no_enrollment,,,1,,,26
>4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,163
1,1,0.624,,No relevent experience,Full time course,High School,,3,,,35
>4,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,21
3,1,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,40
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,14
3,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,9,Oct-49,Pvt Ltd,50
2,1,0.949,,No relevent experience,no_enrollment,Graduate,STEM,4,,,68
4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,,,178
1,1,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,,Public Sector,55
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,29
>4,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,7,1000-4999,Pvt Ltd,79
1,1,0.698,Male,No relevent experience,Part time course,Masters,STEM,5,10000+,Public Sector,328
1,1,0.925,Male,No relevent experience,Full time course,High School,,1,50-99,Public Sector,83
1,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,1,,,56
1,1,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,,,3
2,1,0.796,Male,No relevent experience,no_enrollment,High School,,3,,,22
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,158
never,1,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,14
1,1,0.92,Female,Has relevent experience,no_enrollment,Masters,Arts,>20,,,18
1,1,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,44
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,,13
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,24
1,1,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,4,5000-9999,Pvt Ltd,40
1,1,0.558,,No relevent experience,Full time course,Graduate,STEM,<1,<10,Early Stage Startup,53
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Public Sector,124
1,1,0.624,Male,No relevent experience,Full time course,Masters,STEM,3,,,34
4,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,4
>4,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,2
4,1,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,19
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,,,12
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,23
4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,44
>4,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,118
,1,0.682,,No relevent experience,Full time course,Graduate,STEM,3,,,7
2,1,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,29
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,69
3,1,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,114
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Pvt Ltd,27
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,21
4,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,232
2,1,0.887,,Has relevent experience,no_enrollment,Graduate,Arts,4,Oct-49,,33
2,1,0.698,Male,No relevent experience,Full time course,Graduate,STEM,4,,,112
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,224
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,44
2,1,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,188
2,1,0.698,Male,No relevent experience,Full time course,Graduate,STEM,12,10000+,Public Sector,67
1,1,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,,,15
never,1,0.624,Male,No relevent experience,Full time course,High School,,2,,Pvt Ltd,26
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Early Stage Startup,12
1,1,0.767,Male,Has relevent experience,Part time course,,,2,<10,Early Stage Startup,74
2,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,89
1,1,0.579,,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,49
>4,1,0.824,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,28
,1,0.893,,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,16
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,52
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,4,,,168
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,,28
,1,0.738,,Has relevent experience,no_enrollment,Graduate,STEM,,100-500,Pvt Ltd,9
1,1,0.897,Male,No relevent experience,Full time course,Masters,STEM,3,,,32
1,1,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,<10,NGO,25
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,28
never,1,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,16,1000-4999,Pvt Ltd,29
2,1,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,,10
>4,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,,,30
1,1,0.754,,No relevent experience,Part time course,Masters,STEM,>20,,,74
never,1,0.579,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,45
4,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,78
1,1,0.624,,No relevent experience,Full time course,High School,,6,,,16
1,1,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,28
2,1,0.754,,No relevent experience,Full time course,Graduate,STEM,7,,,14
2,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,42
2,1,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Oct-49,Pvt Ltd,40
never,1,0.698,Male,No relevent experience,Part time course,Graduate,STEM,3,,,54
>4,1,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,22
2,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,13
2,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,31
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,55
2,1,0.91,Male,No relevent experience,Part time course,Graduate,STEM,12,,,111
1,1,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,,87
1,1,0.92,,Has relevent experience,Part time course,Masters,STEM,>20,,,39
1,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,84
never,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,54
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,,,92
3,1,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,10000+,Pvt Ltd,56
2,1,0.666,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,,44
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,11
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,78
1,1,0.624,Male,No relevent experience,Full time course,High School,,6,,,9
1,1,0.698,,No relevent experience,Full time course,High School,,7,,,114
1,1,0.897,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,1000-4999,Pvt Ltd,130
never,1,0.479,,No relevent experience,no_enrollment,,,6,,,113
1,1,0.926,,No relevent experience,no_enrollment,High School,,4,,,126
1,1,0.899,,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,,57
3,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,17
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,15
4,1,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,67
